IPC	Parent_IPC	Level	Description	Description_EN
D06N	D06	2	墙壁、地面等的覆盖材料，如由涂着一层高分子材料的纤维网制成的油毡、油布、人造革、油毛毡；其他类不包括的柔性平幅材料（一般叠层织物入B32B；仍保持纸或纸板特性的涂层网入D21）	WALL, FLOOR, OR LIKE COVERING MATERIALS, e.g. LINOLEUM, OILCLOTH, ARTIFICIAL LEATHER, ROOFING FELT, CONSISTING OF A FIBROUS WEB COATED WITH A LAYER OF MACROMOLECULAR MATERIAL; FLEXIBLE SHEET MATERIAL NOT OTHERWISE PROVIDED FOR (laminates in general B32B; coated webs which retain the character of paper or cardboard D21)
D06N1/00	D06N	3	漆布	Linoleum
D06N3/00	D06N	3	用高分子材料，如树脂、橡胶或其衍生物覆盖纤维网而制得的人造革、油布或类似物品〔4〕	Artificial leather, oilcloth, or like material obtained by covering fibrous webs with macromolecular material, e.g. resins, rubber or derivatives thereof [4]
D06N3/02	D06N3/00	4	用纤维素衍生物	with cellulose derivatives
D06N3/04	D06N3/00	4	用仅涉及碳—碳不饱和键的反应而制得的高分子化合物	with macromolecular compounds obtained by reactions only involving carbon-to-carbon unsaturated bonds
D06N3/06	D06N3/04	5	用聚氯乙烯或其共聚产品	with polyvinyl chloride or its copolymerisation products
D06N3/08	D06N3/06	6	用含聚丙烯酸酯，聚酰胺或聚氨基甲酸乙酯作整理涂层	with a finishing layer consisting of polyacrylates, polyamides, or polyurethanes
D06N3/10	D06N3/04	5	用苯乙烯—丁二烯共聚产物	with styrene-butadiene copolymerisation products
D06N3/12	D06N3/00	4	用仅涉及碳—碳不饱和键反应以外的反应制得的高分子化合物	with macromolecular compounds obtained otherwise than by reactions only involving carbon-to-carbon unsaturated bonds
D06N3/14	D06N3/12	5	与聚氨基甲酸乙酯	with polyurethanes
D06N3/16	D06N3/00	4	用油漆	with oil varnishes
D06N3/18	D06N3/00	4	用两层不同的高分子原料（D06N 3/08优先）	with two layers of different macromolecular materials (D06N 3/08 takes precedence)
D06N5/00	D06N	3	油毛毡，如涂沥青的纤维网	Roofing felt, i.e. fibrous webs coated with bitumen
D06N7/00	D06N	3	其他类不包括的柔性平幅材料，如黏合于高分子材料的纱、长丝、线或丝束	Flexible sheet materials not otherwise provided for, e.g. textile threads, filaments, yarns or tow, glued on macromolecular material
D06N7/02	D06N7/00	4	由混合物质构成的	composed of mixtures of substances
D06N7/04	D06N7/00	4	以表面性能为特征的	characterised by their surface properties
D06N7/06	D06N7/00	4	浸渍的	impregnated
D06P	D06	2	纺织品的染色或印花；皮革、毛皮或各种形状的固体高分子物质的染色（机械部分见B41F，B41J，D06B，D06C；非纺织品的表面印花入B41M；玻璃纤维或矿渣纤维染色入C03C 25/00；媒染入D06M；染纸入D21H）	DYEING OR PRINTING TEXTILES; DYEING LEATHER, FURS, OR SOLID MACROMOLECULAR SUBSTANCES IN ANY FORM (for mechanical matters, seeB41F, B41J, D06B, D06C; printing on surfaces of materials other than textiles B41M; surface treatment of fibres or filaments from glass, minerals, or slags C03C 25/00; mordanting D06M; dyeing paper D21H)
D06P1/00	D06P	3	按照所用染料、颜料或助剂分类的，纺织品的一般印、染法和皮革、毛皮或各种形状的固体高分子物质的一般染色法	General processes of dyeing or printing textiles, or general processes of dyeing leather, furs, or solid macromolecular substances in any form, classified according to the dyes, pigments, or auxiliary substances employed
D06P1/02	D06P1/00	4	用偶氮染料（D06P 1/18，D06P 1/38，D06P 1/39，D06P 1/41优先）〔2〕	using azo dyes (D06P 1/18, D06P 1/38, D06P 1/39, D06P 1/41 take precedence) [2]
D06P1/04	D06P1/02	5	不含金属	not containing metal
D06P1/06	D06P1/04	6	含酸基	containing acid groups
D06P1/08	D06P1/04	6	阳离子偶氮染料	cationic azo dyes
D06P1/10	D06P1/02	5	含金属	containing metal
D06P1/12	D06P1/02	5	在现场制备的	prepared in situ
D06P1/13	D06P1/00	4	用偶氮甲碱染料〔2〕	using azomethine dyes [2]
D06P1/14	D06P1/00	4	用酞菁染料而不还原（D06P 1/38，D06P 1/40优先）	using phthalocyanine dyes without vatting (D06P 1/38, D06P 1/40 take precedence)
D06P1/16	D06P1/00	4	用分散染料，如醋酸酯纤维染料	using dispersed, e.g. acetate, dyestuffs
D06P1/18	D06P1/16	5	偶氮染料	Azo dyes
D06P1/19	D06P1/16	5	硝基染料〔2〕	Nitro dyes [2]
D06P1/20	D06P1/16	5	蒽醌染料	Anthraquinone dyes
D06P1/22	D06P1/00	4	用还原染料	using vat dyestuffs
D06P1/24	D06P1/22	5	蒽醌染料	Anthraquinone dyes
D06P1/26	D06P1/22	5	酞菁染料	Phthalocyanine dyes
D06P1/28	D06P1/22	5	还原酯染料	Esters of vat dyestuffs
D06P1/30	D06P1/00	4	用硫化染料	using sulfur dyes
D06P1/32	D06P1/00	4	用氧化染料	using oxidation dyes
D06P1/34	D06P1/00	4	用天然染料	using natural dyestuffs
D06P1/36	D06P1/00	4	用媒染染料	using mordant dyes
D06P1/38	D06P1/00	4	用活性染料	using reactive dyes
D06P1/382	D06P1/38	5	反应基直接连在杂环基上〔2〕	with a reactive group directly attached to the heterocyclic group [2]
D06P1/384	D06P1/38	5	反应基不直接连在杂环基〔2〕	with a reactive group not directly attached to the heterocyclic group [2]
D06P1/39	D06P1/00	4	用酸性染料〔2〕	using acid dyes [2]
D06P1/40	D06P1/39	5	用无偶氮基的酸性染料	using acid dyes without azo groups
D06P1/41	D06P1/00	4	用碱性染料〔2〕	using basic dyes [2]
D06P1/42	D06P1/41	5	用无偶氮基的碱性染料	using basic dyes without azo groups
D06P1/44	D06P1/00	4	用不溶颜料或助剂，如黏合剂〔2〕	using insoluble pigments or auxiliary substances, e.g. binders [2]
D06P1/46	D06P1/44	5	用含天然高分子物质或其衍生物的成分	using compositions containing natural macromolecular substances or derivatives thereof
D06P1/48	D06P1/46	6	用碳水化合物的衍生物	Derivatives of carbohydrates
D06P1/50	D06P1/48	7	纤维素衍生物	Derivatives of cellulose
D06P1/52	D06P1/44	5	用含合成高分子物质的组合物（D06P 1/60优先）	using compositions containing synthetic macromolecular substances (D06P 1/60 takes precedence)
D06P1/54	D06P1/52	6	活性基连在交链剂上的物质	Substances with reactive groups together with crosslinking agents
D06P1/56	D06P1/52	6	醛制备的缩合产物或预缩合产物	Condensation products or precondensation products prepared with aldehydes
D06P1/58	D06P1/56	7	有其他合成高分子物质	together with other synthetic macromolecular substances
D06P1/60	D06P1/44	5	用含聚醚组合物	using compositions containing polyethers
D06P1/607	D06P1/60	6	含氮聚醚〔2〕	Nitrogen-containing polyethers [2]
D06P1/613	D06P1/60	6	无氮聚醚〔2〕	Polyethers without nitrogen [2]
D06P1/62	D06P1/44	5	用含有硫酸盐或磺酸盐基的低分子量有机化合物成分	using compositions containing low-molecular-weight organic compounds with sulfate or sulfonate groups
D06P1/64	D06P1/44	5	用不含硫酸盐或磺酸盐基的低分子量的有机化合物成分	using compositions containing low-molecular-weight organic compounds without sulfate or sulfonate groups
D06P1/642	D06P1/64	6	含氮化合物〔2〕	Compounds containing nitrogen [2]
D06P1/645	D06P1/642	7	含胺基的脂族、芳香脂族或环脂族化合物〔2〕	Aliphatic, araliphatic or cycloaliphatic compounds containing amino groups [2]
D06P1/647	D06P1/642	7	含氮羧酸或羧酸盐〔2〕	Nitrogen-containing carboxylic acids or their salts [2]
D06P1/649	D06P1/642	7	含碳胺、硫代碳胺或脒基的化合物〔2〕	Compounds containing carbonamide, thiocarbonamide or guanyl groups [2]
D06P1/651	D06P1/64	6	无氮化合物〔2〕	Compounds without nitrogen [2]
D06P1/653	D06P1/44	5	无氮羧酸或羧酸盐〔2〕	Nitrogen-free carboxylic acids or their salts [2]
D06P1/655	D06P1/44	5	含氨基化合物〔2，6〕	Compounds containing ammonium groups [2, 6]
D06P1/66	D06P1/655	6	含季铵基〔6〕	containing quaternary ammonium groups [6]
D06P1/667	D06P1/44	5	有机磷化合物〔2〕	Organo-phosphorus compounds [2]
D06P1/673	D06P1/44	5	无机化合物〔2〕	Inorganic compounds [2]
D06P1/81	D06P1/00	4	使用溶解在无机溶剂中的染料〔7〕	using dyes dissolved in inorganic solvents [7]
D06P1/90	D06P1/00	4	用溶于有机溶剂或其水乳液中的染料〔2〕	using dyes dissolved in organic solvents or aqueous emulsions thereof [2]
D06P1/92	D06P1/90	5	在有机溶剂中〔7〕	in organic solvents [7]
D06P1/94	D06P1/00	4	使用溶解在超临界态溶剂中的染料〔7〕	using dyes dissolved in solvents which are in the supercritical state [7]
D06P1/96	D06P1/00	4	以小浴比为特征的染色〔7〕	Dyeing characterised by a short bath ratio [7]
D06P3/00	D06P	3	按被处理的材料分类的，染色或印花纺织品和染皮革、毛皮或任何形状的固体高分子物质的专门方法	Special processes of dyeing or printing textiles, or dyeing leather, furs, or solid macromolecular substances in any form, classified according to the material treated
D06P3/02	D06P3/00	4	含碱性氮的材料	Material containing basic nitrogen
D06P3/04	D06P3/02	5	含酰胺基	containing amide groups
D06P3/06	D06P3/04	6	用酸性染料	using acid dyes
D06P3/08	D06P3/04	6	用氧化染料	using oxidation dyes
D06P3/10	D06P3/04	6	用活性染料	using reactive dyes
D06P3/12	D06P3/04	6	在材料上偶合偶氮染料	Preparing azo dyes on the material
D06P3/14	D06P3/04	6	羊毛	Wool
D06P3/16	D06P3/14	7	用酸性染料	using acid dyes
D06P3/18	D06P3/14	7	用碱性染料	using basic dyes
D06P3/20	D06P3/14	7	用媒染染料	using mordant dyes
D06P3/22	D06P3/14	7	在纤维上偶合偶氮染料	Preparing azo dyes on the fibre
D06P3/24	D06P3/04	6	聚酰胺、聚氨酯	Polyamides; Polyurethanes
D06P3/26	D06P3/24	7	用分散染料	using dispersed dyestuffs
D06P3/28	D06P3/24	7	在材料上偶合偶氮染料	Preparing azo dyes on the material
D06P3/30	D06P3/04	6	毛皮	Furs
D06P3/32	D06P3/04	6	皮革	Leather
D06P3/34	D06P3/00	4	含酯基的材料（D06P 3/04优先）	Material containing ester groups (D06P 3/04 takes precedence)
D06P3/36	D06P3/34	5	用分散染料	using dispersed dyestuffs
D06P3/38	D06P3/34	5	在材料上偶合偶氮染料	Preparing azo dyes on the material
D06P3/40	D06P3/34	5	乙酸酯纤维素	Cellulose acetate
D06P3/42	D06P3/40	6	用分散染料	using dispersed dyestuffs
D06P3/44	D06P3/40	6	在材料上制备偶氮染料	Preparing azo dyes on the material
D06P3/46	D06P3/40	6	三乙酸纤维素	Cellulose triacetate
D06P3/48	D06P3/46	7	用分散染料	using dispersed dyestuffs
D06P3/50	D06P3/46	7	在材料上偶合偶氮染料	Preparing azo dyes on the material
D06P3/52	D06P3/34	5	聚酯	Polyesters
D06P3/54	D06P3/52	6	用分散染料	using dispersed dyestuffs
D06P3/56	D06P3/52	6	在材料上偶合偶氮染料	Preparing azo dyes on the material
D06P3/58	D06P3/00	4	含羟基材料	Material containing hydroxyl groups
D06P3/60	D06P3/58	5	天然或再生纤维素	Natural or regenerated cellulose
D06P3/62	D06P3/60	6	用直接染料	using direct dyes
D06P3/64	D06P3/60	6	用媒染材料	using mordant dyes
D06P3/66	D06P3/60	6	用活性染料	using reactive dyes
D06P3/68	D06P3/60	6	在材料上偶合偶氮染料	Preparing azo dyes on the material
D06P3/70	D06P3/00	4	含腈基材料	Material containing nitrile groups
D06P3/72	D06P3/70	5	用分散染料	using dispersed dyestuffs
D06P3/74	D06P3/70	5	用酸性染料	using acid dyes
D06P3/76	D06P3/70	5	用碱性染料	using basic dyes
D06P3/78	D06P3/70	5	在材料上偶合偶氮染料	Preparing azo dyes on the material
D06P3/79	D06P3/00	4	聚烯烃〔2〕	Polyolefins [2]
D06P3/80	D06P3/00	4	无机纤维（玻璃、矿物或矿渣制成的纤维或长丝的表面处理入C03C 25/00）	Inorganic fibres (surface treatment of fibres or filaments from glass, minerals or slags C03C 25/00)
D06P3/82	D06P3/00	4	含不同种纤维的纺织品	Textiles which contain different kinds of fibres
D06P3/84	D06P3/82	5	同色的	in the same shade
D06P3/85	D06P3/82	5	用同种染料〔2〕	dyed with one dye [2]
D06P3/852	D06P3/85	6	含一半羊毛或纤维素/聚酰胺混纺产品〔2〕	containing half-wool or cellulose-polyamide mixture [2]
D06P3/854	D06P3/85	6	含改性或未改性纤维〔2〕	containing modified or unmodified fibres [2]
D06P3/86	D06P3/82	5	不同色的	in different shades
D06P3/87	D06P3/82	5	用两种以上的染料〔2〕	dyed with two or more dyes [2]
D06P3/872	D06P3/87	6	用分散染料和活性染料〔2〕	dyed with dispersed and reactive dyes [2]
D06P3/874	D06P3/87	6	用非活性阴离子染料和非活性分散染料或阳离子染料〔2〕	with non-reactive anionic and non-reactive dispersed or cationic dyes [2]
D06P5/00	D06P	3	有关染色或印花纺织品或染皮革、毛皮或各种形状的固体高分子物质方面的其他特征	Other features in dyeing or printing textiles, or dyeing leather, furs, or solid macromolecular substances in any form
D06P5/02	D06P5/00	4	后处理附注	After-treatment
D06P5/04	D06P5/02	5	用有机化合物	with organic compounds
D06P5/06	D06P5/04	6	含氮的	containing nitrogen
D06P5/08	D06P5/04	6	高分子的	macromolecular
D06P5/10	D06P5/02	5	用含金属的化合物	with compounds containing metal
D06P5/12	D06P5/00	4	染色或印花前保留部分材料	Reserving parts of the material before dyeing or printing
D06P5/13	D06P5/00	4	易褪染色或褪色染料〔2〕	Fugitive dyeing or stripping dyes [2]
D06P5/15	D06P5/00	4	局部去除染料〔2〕	Locally discharging the dyes [2]
D06P5/17	D06P5/15	5	偶氮染料〔2〕	Azo dyes [2]
D06P5/20	D06P5/00	4	影响染色的物理处理，如超声波、电〔2〕	Physical treatments affecting dyeing, e.g. ultrasonic, electric [2]
D06P5/22	D06P5/00	4	用与纤维共反应的化学方法改变染料对于纺织材料的亲合力〔2〕	Effecting variation of dye affinity on textile material by chemical means that react with the fibre [2]
D06P5/24	D06P5/00	4	转移印花（纺织材料用转移印花装置入B41F 16/02）〔7〕	Transfer printing (transfer printing apparatus for textile material B41F 16/02) [7]
D06P5/26	D06P5/24	5	热转移印花〔7〕	Heat transfer printing [7]
D06P5/28	D06P5/26	6	利用可升华的染料〔7〕	using subliming dyes [7]
D06P5/30	D06P5/00	4	喷墨印花（喷墨印花装置入B41J 2/00）〔7〕	Ink jet printing (ink jet printing apparatus B41J 2/00) [7]
D06P7/00	D06P	3	与机械处理联用的染色或印花法	Dyeing or printing processes combined with mechanical treatment
D06Q	D06	2	纺织品的装饰（通过机械方法处理织物见D06B至D06J；使织物的表面完全金属化入D06M 11/83；黏结在高分子材料上的纺织的纱、长丝、线或丝束入D06N 7/00；染色或印花入D06P）〔5〕	DECORATING TEXTILES (for treatment of textiles by mechanical means, seeD06B-D06J; metallising the entire surface of textiles D06M 11/83; textile threads, filaments, yarns or tow, glued on macromolecular material D06N 7/00; dyeing or printing D06P) [5]
D06Q1/00	D06Q	3	纺织品的装饰（局部染色入D06B 11/00；织物染印前保留部分材料的入D06P 5/12）	Decorating textiles (partial dyeing D06B 11/00; reserving parts of the material before dyeing or printing textiles D06P 5/12)
D06Q1/02	D06Q1/00	4	用化学方法使局部的织物纤维受到破坏或改变，从而制出图案花，如产生半透明的	Producing patterns by locally destroying or modifying the fibres of a web by chemical actions, e.g. making translucent
D06Q1/04	D06Q1/00	4	用金属化（金属粒子的转移入D06Q 1/12）〔5〕	by metallising (transfer of metal particles D06Q 1/12) [5]
D06Q1/06	D06Q1/00	4	用化学装置，绒头织物的局部处理〔5〕	by local treatment of pile fabrics with chemical means [5]
D06Q1/08	D06Q1/00	4	用机械效果的固着，如轧光、轧花或摩擦轧光效果，使用化学方法〔5〕	by fixation of mechanical effects, e.g. calendering, embossing or Chintz effects, using chemical means [5]
D06Q1/10	D06Q1/00	4	用特殊材料处理并固着，如云母、玻璃珠（金属化入D06Q 1/04；通过转移入D06Q 1/12）〔5〕	by treatment with, or fixation of, a particulate material, e.g. mica, glass beads (by metallising D06Q 1/04; by transferring D06Q 1/12) [5]
D06Q1/12	D06Q1/00	4	通过将化学试剂或特定的或其他形状的金属或非金属材料从一个固体临时载体上转移至织物上〔5〕	by transferring a chemical agent or a metallic or non-metallic material in particulate or other form, from a solid temporary carrier to the textile [5]
D06Q1/14	D06Q1/12	5	通过将纤维，或纤维黏合剂转移到织物上〔5〕	by transferring fibres, or adhesives for fibres, to the textile [5]
D07	D	1	绳；除电缆以外的缆索	ROPES; CABLES OTHER THAN ELECTRIC
D07B	D07	2	一般的绳或缆（绳或缆的相互连接或与它物相接入B65H 69/00，F16G 11/00；绳的机械整理或梳理入D02J；装饰用绳或索入D04D；用于桥梁的悬吊缆索入E01D 19/16；滑轮或其他齿轮机构专用的驱动或传动绳缆入F16G 9/00；电缆或电缆接头入H01B，H01R）	ROPES OR CABLES IN GENERAL (joining ropes or cables to one another or to other objects B65H 69/00, F16G 11/00; mechanical finishing or dressing of ropes D02J; decorative ropes or cords D04D; suspension cables for bridges E01D 19/16; specially adapted for driving, or for being driven by, pulleys or other gearing elements F16G 9/00; electric cables or joints insofar as electrical aspects are essential H01B, H01R)
D07B1/00	D07B	3	绳或缆的结构特征	Constructional features of ropes or cables
D07B1/02	D07B1/00	4	用纤维或长丝材料制成的绳，如植物纤维、动物纤维、再生纤维素、塑料	Ropes built-up from fibrous or filamentary material, e.g. of vegetable origin, of animal origin, regenerated cellulose, plastics
